algo,norm_dlength_mean,norm_dlength_std,norm_max_dlength_mean,norm_max_dlength_std,norm_min_dlength_mean,norm_min_dlength_std
ear_clipping,4.58335809108479,5.725196350244417,7.647947426045862,8.380975565713898,0.6824309170539412,0.7415541263599799
optimal_maximin,5.025973862593114,5.948943920580115,8.203245642876423,8.049023847393396,1.5343403255163748,1.7741285611941164
optimal_minimax,3.2849679270995225,3.9562805155535874,5.98150146945229,7.171695529395621,0.575333878396161,0.5957491366567328
optimal_minsum,1.7816186391359818,1.3527047407491906,6.332538145652315,7.821036958068313,0.3301348914556742,0.2892263028477094
