id,polygon_type,n,algo,time,total_elength,mean_elength,total_dlength,mean_dlength,max_dlength,min_dlength,norm_dlength,norm_max_dlength,norm_min_dlength
random_polygon_75_0008,random,75,optimal_minsum,0.008069667033851147,12.686340659234679,0.16915120878979573,10.899038647613706,0.15137553677241258,0.4784189019124638,0.030835398409672084,0.8949125333211602,2.8283504760938194,0.18229487468807418
random_polygon_75_0008,random,75,optimal_minimax,0.008213541936129332,12.686340659234679,0.16915120878979573,13.440012612601086,0.18666684184168175,0.4784189019124638,0.030835398409672084,1.1035501500533331,2.8283504760938194,0.18229487468807418
random_polygon_75_0008,random,75,optimal_maximin,0.00827366579324007,12.686340659234679,0.16915120878979573,20.889864517245602,0.2901370071839667,0.8728671417158016,0.03413238372719709,1.7152523429171591,5.1602772924934515,0.20178622412100772
random_polygon_75_0009,random,75,ear_clipping,0.004599083214998245,12.262474130894574,0.16349965507859432,19.11686048929193,0.2655119512401657,0.6082508960551989,0.04470952899101585,1.6239297331394005,3.72019681486675,0.27345335358367556
random_polygon_75_0009,random,75,optimal_minsum,0.012500041630119085,12.262474130894574,0.16349965507859432,11.237405556601932,0.15607507717502683,0.499532138384093,0.03983970677033782,0.9545896417946662,3.0552488819867407,0.24366844536269425
random_polygon_75_0009,random,75,optimal_minimax,0.012700708117336035,12.262474130894574,0.16349965507859432,12.880882324162538,0.17890114339114638,0.499532138384093,0.04470952899101585,1.094198903998596,3.0552488819867407,0.27345335358367556
random_polygon_75_0009,random,75,optimal_maximin,0.012693750206381083,12.262474130894574,0.16349965507859432,18.71587108358176,0.2599426539386356,0.6082508960551989,0.04470952899101585,1.589866680842116,3.72019681486675,0.27345335358367556
random_polygon_75_0010,random,75,ear_clipping,0.004370375070720911,11.973246159966621,0.15964328213288828,15.590194065228122,0.21653047312816837,0.6249407479806381,0.012209225362929156,1.3563393976573768,3.9146072395356586,0.07647816556894704
random_polygon_75_0010,random,75,optimal_minsum,0.0075633330270648,11.973246159966621,0.15964328213288828,10.504198156091666,0.1458916410568287,0.46255091497287326,0.012209225362929156,0.9138601957292972,2.897402939810786,0.07647816556894704
random_polygon_75_0010,random,75,optimal_minimax,0.0076155830174684525,11.973246159966621,0.15964328213288828,12.901468806687229,0.17918706675954485,0.46255091497287326,0.012209225362929156,1.1224215912222864,2.897402939810786,0.07647816556894704
random_polygon_75_0010,random,75,optimal_maximin,0.007618624716997147,11.973246159966621,0.15964328213288828,16.55312687071051,0.2299045398709793,0.8829022886645318,0.012209225362929156,1.4401140893583297,5.530469411983131,0.07647816556894704
random_polygon_75_0011,random,75,ear_clipping,0.004552917089313269,13.054744890240363,0.17406326520320484,16.39477820232916,0.2277052528101272,0.6690719240958025,0.019897410436070195,1.3081752347015878,3.8438433480764305,0.11431137071249106
random_polygon_75_0011,random,75,optimal_minsum,0.008796041831374168,13.054744890240363,0.17406326520320484,10.75623163061694,0.14939210598079083,0.39152483439780467,0.019897410436070195,0.8582632631094653,2.2493248873662743,0.11431137071249106
random_polygon_75_0011,random,75,optimal_minimax,0.008918583858758211,13.054744890240363,0.17406326520320484,11.790032517432287,0.163750451631004,0.39152483439780467,0.019897410436070195,0.94075249846565,2.2493248873662743,0.11431137071249106
random_polygon_75_0011,random,75,optimal_maximin,0.008900000248104334,13.054744890240363,0.17406326520320484,17.150320521057786,0.23819889612580258,0.6690719240958025,0.029783030849776536,1.368461609907895,3.8438433480764305,0.17110463149710106
random_polygon_75_0012,random,75,ear_clipping,0.004561374895274639,12.222830215983498,0.16297106954644663,15.164676364614403,0.21062050506408891,0.6151426077917602,0.021496254428598947,1.2923797189909356,3.774550964804493,0.1319022725225015
random_polygon_75_0012,random,75,optimal_minsum,0.00994945876300335,12.222830215983498,0.16297106954644663,9.810026185815307,0.13625036369187926,0.2906457790655721,0.021496254428598947,0.8360401884277259,1.7834194736185263,0.1319022725225015
random_polygon_75_0012,random,75,optimal_minimax,0.010224957950413227,12.222830215983498,0.16297106954644663,10.776809476869339,0.14967790940096304,0.2906457790655721,0.021496254428598947,0.9184323930469447,1.7834194736185263,0.1319022725225015
random_polygon_75_0012,random,75,optimal_maximin,0.009982042014598846,12.222830215983498,0.16297106954644663,15.973342595438202,0.22185198049219726,0.611279319098343,0.021496254428598947,1.3612967081189193,3.750845599771491,0.1319022725225015
